ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0005844	GO:0005844	polysome	43	0.562812234312483	1.92795321798632	0.000296827915909638	0.00518575829559779	0.00430078837912416	1414	tags=60%, list=32%, signal=42%	RPL18/RPL18A/RPL6/RPL8/RPL19/RPL24/BTF3/VIM/LARP4B/LARP1/RPS21/VBP1/GCN1/RPL32/RPS23/RPL36/FXR2/FMR1/CALR/ATXN2/RPS6/HDLBP/RPS29/EIF2S1/RPS3/EIF3H
GO:0042788	GO:0042788	polysomal ribosome	21	0.682045027514103	1.99235510379057	0.000469807543308013	0.00775182446458221	0.00642894532947807	1055	tags=62%, list=24%, signal=47%	RPL18/RPL18A/RPL6/RPL8/RPL19/RPL24/BTF3/LARP4B/LARP1/RPS21/RPL32/RPS23/RPL36
GO:0090734	GO:0090734	site of DNA damage	50	-0.583816026022814	-1.92289729559493	0.000538728725619138	0.00842118060573073	0.00698407322963314	1044	tags=54%, list=23%, signal=42%	XRCC4/CHD1L/LMNA/ACTR3/CBX1/RIF1/SMARCA5/SMARCAL1/RPA3/ADPRS/INTS3/PARP1/RPA2/ACTR2/SAMHD1/RPA1/ZBTB7A/ARPC2/PNKP/PAXX/ARPC5/WDR70/PARP2/CHD4/DDB2/XRCC1/CBX5
GO:0005684	GO:0005684	U2-type spliceosomal complex	60	-0.544803054872713	-1.8477234361206	0.00064447383314445	0.00957043642219508	0.00793720405030533	572	tags=20%, list=13%, signal=18%	GCFC2/SF3B2/XAB2/U2AF2/RNF113A/CCDC12/PRPF38A/PRPF40A/ZMAT2/SNRNP70/LUC7L3/LUC7L2
GO:0014704	GO:0014704	intercalated disc	17	-0.729722154529038	-1.89376760852385	0.000678898903283242	0.00960157020357728	0.00796302473023953	261	tags=41%, list=6%, signal=39%	CTNNB1/CTNNA1/JUP/SLC2A1/DSG2/DSP/DSC2
GO:0097525	GO:0097525	spliceosomal snRNP complex	44	-0.570435366924213	-1.84924445927181	0.00173147789099746	0.0233749515284657	0.0193859247126031	165	tags=14%, list=4%, signal=13%	DDX23/PRPF40A/ZMAT2/SNRNP70/LUC7L3/LUC7L2
GO:0070603	GO:0070603	SWI/SNF superfamily-type complex	46	-0.553035816689853	-1.80542126287941	0.00200015980996417	0.0258281505895373	0.0214204757680373	1107	tags=50%, list=25%, signal=38%	SMARCC2/MBD2/ARID2/SMARCA1/ARID1A/SMARCB1/SMARCA5/CHD3/SMARCE1/SMARCD2/SMARCC1/BPTF/EP400/DPF2/RSF1/ARID1B/TRRAP/ACTB/SMARCD1/CHD4/CHD5/DEK/ANP32E
GO:1905369	GO:1905369	endopeptidase complex	62	-0.504077874648626	-1.71558419060566	0.00243696588207483	0.030157452790676	0.0250109656318206	639	tags=16%, list=14%, signal=14%	CAPNS1/CAPN2/PIGT/PSME2/PSME1/HSPB1/PSMB8/PSMB9/PLAU/PSMB10
GO:0045111	GO:0045111	intermediate filament cytoskeleton	47	-0.540522913158395	-1.76942836048256	0.00262102379329237	0.0311377626643133	0.0258239817949648	331	tags=38%, list=7%, signal=36%	FAM83H/LMNB2/LMNB1/MICAL1/MACF1/DST/SYNE2/PNN/MMP14/PPL/JUP/KRT2/KRT10/KRT1/DSP/KRT9/EPPK1/KRT16
GO:0043235	GO:0043235	receptor complex	52	0.469929096450562	1.68272294885149	0.00325810143295959	0.0322552041862999	0.0267507275548261	473	tags=31%, list=11%, signal=28%	GPRC5A/TFRC/CD44/ITGA2/EPHA2/SDCBP/ITGA5/NOTCH2/ITGB5/ABHD12/ITGAE/ITGA1/ITGB1/LDLR/HSPD1/EPHB4
