ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0008186	GO:0008186	ATP-dependent activity, acting on RNA	47	0.616683684498162	2.37055811913244	3.02511653549377e-07	6.6955912652262e-06	3.77874205837116e-06	925	tags=57%, list=21%, signal=46%	DDX21/DDX5/DDX56/DDX47/DDX3X/DHX33/G3BP1/DHX16/DDX49/DDX55/EIF4A1/DHX29/DHX38/DDX54/DDX27/DHX30/MTREX/DDX39A/DDX10/DHX9/DDX23/UPF1/AQR/DDX51/SNRNP200/DDX20/DHX36
GO:0016860	GO:0016860	intramolecular oxidoreductase activity	30	-0.737003566526477	-2.36874773945513	2.78621495881114e-07	6.6955912652262e-06	3.77874205837116e-06	724	tags=70%, list=16%, signal=59%	DDT/TXNDC5/ERP44/ECI2/ECHS1/ECI1/PDIA4/TMX3/PIGK/CRELD2/TPI1/ECH1/PDIA3/PDIA6/HYI/P4HB/QSOX1/EHHADH/PDIA5/MPI/GPI
GO:0019842	GO:0019842	vitamin binding	54	-0.62006292609396	-2.22247418683364	7.18540779649e-07	1.49097211777167e-05	8.4144907090475e-06	674	tags=48%, list=15%, signal=41%	KYAT3/MTR/PSAT1/CRABP2/DHTKD1/UROS/OGDH/PCCA/SGPL1/HLCS/PDXK/MCCC1/PNPO/SEC14L2/P3H3/HACL1/CRABP1/PLOD3/SDSL/EGLN1/PLOD1/CISD1/PLOD2/P4HA2/P4HA1/PYGL
GO:0043177	GO:0043177	organic acid binding	55	-0.604394090525254	-2.19088105611649	1.41576851098682e-06	2.7649126214566e-05	1.56041359105668e-05	583	tags=44%, list=13%, signal=38%	CRABP2/GCLC/UROS/PCCA/DDAH2/HLCS/MCCC1/P3H3/ACOX3/GSTM2/CRABP1/PLOD3/DBT/AGRN/ACOX1/EPDR1/ASS1/EGLN1/HBA1/PLOD1/PLOD2/P4HA2/P4HA1/PYGL
GO:0019843	GO:0019843	rRNA binding	44	0.598977406200345	2.23988126176073	1.77111136713022e-06	3.26671652159573e-05	1.84361300204198e-05	1389	tags=80%, list=31%, signal=55%	ERAL1/DDX21/FASTKD2/RPS5/RRS1/RPF2/RPS9/MRPS7/BRIX1/RPL5/RPL23A/NPM1/MRPS18C/RPS4Y2/RPL8/IMP3/MRPL11/RPL23/MRPS18A/EMG1/MAP3K20/RPS4Y1/NOP53/UTP25/RPL11/RPLP0/RPL9/MRPL16/UTP23/RPL12/CAVIN1/RPL37/RPS3/RCC1L/SBDS
GO:0008238	GO:0008238	exopeptidase activity	39	-0.659980276628716	-2.23341694932644	2.57515510771052e-06	4.49974471452575e-05	2.53948813945968e-05	640	tags=46%, list=14%, signal=40%	DNPEP/XPNPEP1/CTSA/CPD/BLMH/SCRN2/ERMP1/MMP14/TPP1/ERAP1/CTSH/CTSC/ERAP2/NPEPL1/PRCP/CTSZ/DPP7/GGH
GO:0031406	GO:0031406	carboxylic acid binding	54	-0.591866525558409	-2.12141061777519	5.54652346961288e-06	8.76878948529274e-05	4.9487778325368e-05	583	tags=50%, list=13%, signal=44%	P3H1/SCP2/AARS1/GRHPR/CRABP2/GCLC/UROS/PCCA/DDAH2/HLCS/MCCC1/P3H3/ACOX3/GSTM2/CRABP1/PLOD3/DBT/AGRN/ACOX1/EPDR1/ASS1/EGLN1/PLOD1/PLOD2/P4HA2/P4HA1/PYGL
GO:0052689	GO:0052689	carboxylic ester hydrolase activity	47	-0.593264646874676	-2.06832894252525	1.46337380391379e-05	0.000211234827347555	0.000119213060456135	1124	tags=62%, list=25%, signal=47%	ABHD16A/LARS2/LDAH/LARS1/PNPLA8/IARS1/PAFAH1B3/AARS2/ACOT9/PGLS/AARS1/ABHD10/GDE1/ABHD11/ACOT8/ABHD12/IARS2/PAFAH1B2/PNPLA6/APMAP/PON2/ACOT2/ACOT1/ALDH2/TARS2/ACOT6/BPHL/H6PD/SIAE
GO:0016758	GO:0016758	hexosyltransferase activity	37	-0.632810324544513	-2.12504479228043	1.92587825864627e-05	0.000266413159112734	0.000150353653525893	807	tags=51%, list=18%, signal=42%	AGL/RPN2/DPY19L1/B3GAT3/POGLUT3/STT3B/UGGT2/B3GLCT/ALG9/UGGT1/TYMP/COLGALT1/HEXB/GBE1/PLOD3/POFUT2/HEXA/GYS1/PYGL
GO:0005506	GO:0005506	iron ion binding	37	-0.624414087286879	-2.09684932901594	2.85094595788482e-05	0.000378605623207104	0.000213670897054104	352	tags=46%, list=8%, signal=43%	ADI1/MSMO1/TMLHE/FTH1/P3H3/ACO2/KDM3A/PLOD3/FECH/MELTF/EGLN1/SCD/HBA1/PLOD1/PLOD2/P4HA2/P4HA1
GO:0016209	GO:0016209	antioxidant activity	29	-0.673589703334987	-2.14090876871251	3.09802154696964e-05	0.000395593520613046	0.000223258232939512	936	tags=66%, list=21%, signal=52%	PARK7/GSTP1/GSTK1/APOE/TXNRD2/SOD1/PRDX5/PRDX4/PRXL2A/GPX7/GSTT1/MGST3/GPX4/CAT/PRDX2/GSTM2/GPX1/SOD2/HBA1
GO:0003697	GO:0003697	single-stranded DNA binding	53	0.527936366091278	2.06081718804164	3.2693758740253e-05	0.000402012144509777	0.000226880664942106	1306	tags=51%, list=29%, signal=36%	SUB1/TOP1/MCM7/MCM6/MCM3/MCM5/MCM2/MCM4/SMC4/SMC2/LRPPRC/DHX9/POLR2G/APTX/SMARCA1/HNRNPA1/HMGB1/DHX36/HMCES/TWNK/MSH2/HSF1/TDP1/WBP11/RTF1/HNRNPU/TP53
GO:0008236	GO:0008236	serine-type peptidase activity	26	-0.686645380220868	-2.14626896783921	3.45836024602308e-05	0.000410062714885593	0.000231424106688762	720	tags=50%, list=16%, signal=42%	PLAU/CTSA/RHBDD2/LONP1/CPD/RHBDD3/MMP14/TPP1/CTSH/CTSC/PARL/PRCP/DPP7
GO:0009055	GO:0009055	electron transfer activity	72	-0.525202664263703	-2.01353933171311	3.97134624871298e-05	0.00045465067399059	0.000256587888301601	802	tags=43%, list=18%, signal=36%	NDUFA6/NDUFA12/NDUFS4/NDUFS6/UQCR10/CYB5A/ETFA/NDUFA2/ETFB/NDUFA7/PHGDH/CYC1/ME2/NDUFV3/DEGS1/NDUFV1/NDUFS1/AKR7A2/NDUFV2/NDUFA9/ETFDH/CYCS/COX15/ALDH2/ALDH4A1/SDHC/ASPH/SDHA/SDHD/SDHB/P4HA2
GO:0015035	GO:0015035	protein-disulfide reductase activity	22	-0.698002238859182	-2.11134266090683	4.64279514177638e-05	0.000498949188726907	0.000281588318304976	670	tags=55%, list=15%, signal=47%	TXNDC5/PDIA4/TMX3/DNAJC10/CCS/PDIA3/PDIA6/P4HB/QSOX1/PDIA5/PGK1/ERO1A
GO:0045182	GO:0045182	translation regulator activity	79	0.458840849889653	1.94438992248901	4.65886290678739e-05	0.000498949188726907	0.000281588318304976	1161	tags=46%, list=26%, signal=34%	TYMS/DHFR/EIF1/RPS9/EIF3G/EIF3F/EIF4G2/EIF3B/EIF2A/EIF4A1/EIF3I/PABPC1/DHX29/EIF3K/RPS14/EIF6/EIF3CL/RACK1/GSPT1/CELF1/EIF3A/EEF1A1/EIF4H/ABCF1/IGF2BP1/ETF1/EIF3E/EIF3J/EEF1D/EEF1B2/PAIP1/EIF4B/EIF3H/MRPL58/EIF3L/EIF4G1
GO:0003713	GO:0003713	transcription coactivator activity	97	0.417550660235719	1.84906487470594	8.08214703900341e-05	0.000838522755296603	0.000473230977941647	1587	tags=59%, list=36%, signal=39%	SUB1/ABT1/KMT2C/TRIM5/FIZ1/RRP1B/MTA2/THRAP3/MED14/PQBP1/MED1/RNF20/MED21/NPM1/CEBPZ/DHX9/RAP2C/MRTFA/BUD31/WDR77/ACTL6A/RBM14/SIRT1/MRTFB/NUP98/SRCAP/CCDC124/CBFB/CTBP2/HMGB1/DAXX/TRIM28/SMARCC1/MED13/MED24/FUS/SNW1/ARID1A/USP22/EDF1/SMARCB1/BRD8/SETD3/WWTR1/DDX17/CCAR1/SRA1/MTA3/HCFC1/TRIM25/KDM1A/PCBD1/SMARCD1/HTATIP2/MAGED1/ARID1B/TCERG1
GO:0017171	GO:0017171	serine hydrolase activity	27	-0.669055932458143	-2.10305208159647	9.75737148048012e-05	0.000914250729022241	0.000515969022720225	720	tags=48%, list=16%, signal=41%	PLAU/CTSA/RHBDD2/LONP1/CPD/RHBDD3/MMP14/TPP1/CTSH/CTSC/PARL/PRCP/DPP7
GO:0016705	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	41	-0.591799801914515	-2.0198959911421	9.91356212192791e-05	0.000914250729022241	0.000515969022720225	448	tags=41%, list=10%, signal=38%	DEGS1/COQ7/MSMO1/TMLHE/P3H3/P4HB/KDM3A/PLOD3/HMOX1/ASPH/EGLN1/SCD/PLOD1/PEDS1/PLOD2/P4HA2/P4HA1
GO:0022839	GO:0022839	ion gated channel activity	17	-0.745040317807228	-2.1149473284092	0.000114883684819774	0.00103084819892338	0.000581772287280789	764	tags=71%, list=17%, signal=59%	KCNAB2/ANXA6/ITPR3/ITGAV/ANO6/ITPR2/CACNA2D1/CLCN3/VDAC1/ANO10/TMEM63B/CLIC3
GO:0090079	GO:0090079	translation regulator activity, nucleic acid binding	68	0.46817213848222	1.91707310652065	0.00016154324999185	0.00137518869223831	0.000776105222632909	1398	tags=54%, list=31%, signal=38%	TYMS/DHFR/EIF1/EIF3G/EIF3F/EIF4G2/EIF3B/EIF2A/EIF4A1/EIF3I/PABPC1/DHX29/EIF3K/EIF6/EIF3CL/GSPT1/CELF1/EIF3A/EEF1A1/EIF4H/ABCF1/ETF1/EIF3E/EIF3J/EEF1D/EEF1B2/PAIP1/EIF4B/EIF3H/MRPL58/EIF3L/EIF4G1/EIF5B/EIF3D/GSPT2/EEF2/EIF3M
GO:0016810	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	44	-0.567722107382591	-1.97380889399724	0.000167045571918171	0.00138647824692082	0.000782476626353537	980	tags=57%, list=22%, signal=45%	AMDHD2/MBLAC2/HINT2/ASAH1/DARS1/DHODH/NIT1/NIT2/NTAN1/NADSYN1/DDAH2/HDAC6/AGA/OPLAH/ADA/RIDA/SIRT3/CAT/SIRT5/DPYSL2/AMPD2/HINT3/ACY1/BTD/PADI2
GO:0004601	GO:0004601	peroxidase activity	19	-0.712240413789099	-2.04612171972851	0.000192520895631797	0.00149658276966342	0.000844615513633763	936	tags=74%, list=21%, signal=58%	PARK7/GSTP1/GSTK1/PRDX5/PRDX4/GPX7/GSTT1/MGST3/GPX4/CAT/PRDX2/GSTM2/GPX1/HBA1
GO:0016684	GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	19	-0.712240413789099	-2.04612171972851	0.000192520895631797	0.00149658276966342	0.000844615513633763	936	tags=74%, list=21%, signal=58%	PARK7/GSTP1/GSTK1/PRDX5/PRDX4/GPX7/GSTT1/MGST3/GPX4/CAT/PRDX2/GSTM2/GPX1/HBA1
GO:0050660	GO:0050660	flavin adenine dinucleotide binding	43	-0.573959726749489	-1.99250906289331	0.000193834515347973	0.00149658276966342	0.000844615513633763	917	tags=53%, list=21%, signal=43%	CYB5R1/CHDH/ILVBL/TXNRD2/ACADM/MTO1/ETFA/ACAD8/ACADVL/IVD/ACADS/CYB5R3/ETFDH/PPOX/ACOX3/ACADSB/STEAP3/PCYOX1/ACAD11/ACOX1/SDHA/QSOX1/ERO1A
GO:0005518	GO:0005518	collagen binding	24	-0.638699659736442	-1.97548665642876	0.000469339051276273	0.00324626177132755	0.00183206910366615	882	tags=50%, list=20%, signal=40%	COL6A1/TGFBI/P3H1/P3H4/FN1/CTSL/NID1/HSD17B12/SERPINH1/CTSB/HSPG2/MRC2
GO:0030170	GO:0030170	pyridoxal phosphate binding	20	-0.672129303189663	-1.97046500589905	0.000551080530615696	0.00373385175845737	0.00210724671212876	674	tags=40%, list=15%, signal=34%	KYAT3/PSAT1/SGPL1/PDXK/PNPO/SDSL/CISD1/PYGL
GO:0035064	GO:0035064	methylated histone binding	25	0.608537688915689	2.00077220782649	0.000579671177590401	0.0037735457050983	0.00212964849558496	866	tags=52%, list=19%, signal=42%	NCAPD3/UHRF1/CHD8/RRP8/SUZ12/LRWD1/WDR5/MPHOSPH8/ING5/PWP1/CHD1/GLYR1/BPTF
GO:0140034	GO:0140034	methylation-dependent protein binding	25	0.608537688915689	2.00077220782649	0.000579671177590401	0.0037735457050983	0.00212964849558496	866	tags=52%, list=19%, signal=42%	NCAPD3/UHRF1/CHD8/RRP8/SUZ12/LRWD1/WDR5/MPHOSPH8/ING5/PWP1/CHD1/GLYR1/BPTF
GO:1901681	GO:1901681	sulfur compound binding	56	-0.503280386954865	-1.83618999690253	0.000641458714699715	0.00409546717846741	0.00231132897199492	994	tags=54%, list=22%, signal=42%	GCDH/TKT/PARK7/GSTP1/APOE/ILVBL/FXN/PCIF1/SCP2/ANXA6/FTL/ENPP1/ECI2/ACADVL/DHTKD1/HADHA/OGDH/PCCA/APP/HLCS/GNS/FN1/MCCC1/SLIT3/FTH1/HACL1/HSD17B12/DBT/AGRN/LRP1
GO:0008374	GO:0008374	O-acyltransferase activity	17	-0.703596267477581	-1.9973000260711	0.000710004577345211	0.00420931285140375	0.00237557922495202	892	tags=65%, list=20%, signal=52%	GNPAT/LPGAT1/AGPAT1/CROT/ACAT1/DGAT1/CPT2/LPCAT2/MBOAT7/CRAT/LPCAT4
GO:0020037	GO:0020037	heme binding	26	-0.622204661564674	-1.94484459551975	0.000673324796988297	0.00420931285140375	0.00237557922495202	616	tags=58%, list=14%, signal=50%	SRC/CYB5B/CYC1/PGRMC2/CYCS/HEBP2/COX15/CAT/SDHC/STEAP3/FECH/HMOX1/SDHD/HBA1/STC2
GO:0003730	GO:0003730	mRNA 3'-UTR binding	59	0.458237340559461	1.82421751055432	0.000691317495203672	0.00420931285140375	0.00237557922495202	1593	tags=66%, list=36%, signal=43%	DDX5/LARP4/RSL1D1/TIA1/RNF40/RNPS1/LRPPRC/EXOSC4/PABPC1/RPL5/PARN/RNF20/RBM4/CELF1/IGF2BP1/HNRNPC/HNRNPA1L2/HNRNPA1/DHX36/PABPC4/LARP4B/EXOSC8/CCT5/KHSRP/UTP23/FUS/RPS7/HNRNPU/TP53/PUM1/DDX17/TARDBP/NUDT21/HNRNPR/ELAVL1/FXR1/CPSF1/LARP1/SERBP1
GO:0003727	GO:0003727	single-stranded RNA binding	42	0.512944587370856	1.88551149916602	0.000737037120445949	0.00429291796470272	0.00242276283359887	1414	tags=57%, list=32%, signal=39%	JMJD6/LARP4/TIA1/EXOSC10/DDX3X/STRBP/PABPC1/DHX9/U2AF2/HNRNPF/POLR2G/AQR/ZC3H14/HNRNPC/HNRNPA1/RBM7/PABPC4/PTBP1/HNRNPH1/EIF4A3/HNRNPU/ZFR/SRA1/PNPT1
GO:0036002	GO:0036002	pre-mRNA binding	21	0.63506494537781	1.9883169322159	0.000896197730325576	0.00504301095708629	0.00284608735054331	1392	tags=76%, list=31%, signal=53%	SRSF6/DDX5/RBM4/U2AF2/CELF1/RBM22/TARBP2/HNRNPA1/RBM7/PRPF8/PTBP1/U2AF1/RBM41/HNRNPU/LSM1/TARDBP
GO:0016790	GO:0016790	thiolester hydrolase activity	21	-0.661506630073288	-1.97118846263379	0.000929519199505909	0.00514333957059936	0.0029027090791588	1208	tags=71%, list=27%, signal=52%	HAGH/ABCD1/ABCD3/PPT1/MBLAC2/ACOT9/ACOT13/ABHD10/HIBCH/ACOT8/ABHD12/ACAA2/ACOT2/ACOT1/ACOT6
GO:0051287	GO:0051287	NAD binding	38	-0.548170397687455	-1.84394810721294	0.00111935339742528	0.00580664574914362	0.00327705435430426	784	tags=47%, list=18%, signal=39%	NNT/UGDH/GRHPR/HADH/PHGDH/HADHA/CYB5R3/ME2/NDUFV1/SIRT3/ALDH2/SIRT5/GPD1L/GAPDH/HSD17B8/HIBADH/IDH2/EHHADH
GO:0140993	GO:0140993	GO:0140993	58	0.443658425577114	1.76000911862911	0.0012232064742139	0.00615309923392446	0.00347257978325477	487	tags=31%, list=11%, signal=28%	JMJD6/NAA40/UHRF1/HAT1/FBL/KMT2C/RIOX2/CDK1/EZH2/KDM2A/VRK1/MTA2/SUZ12/CDK2/BAZ1B/RNF20/TGM2/NAA50
GO:0030515	GO:0030515	snoRNA binding	23	0.608903751196755	1.95399535683265	0.00137411037606758	0.00670889183609463	0.0037862484046444	996	tags=57%, list=22%, signal=44%	DDX21/TSR1/BYSL/HEATR1/RRP9/UTP6/NOP58/IMP3/BMS1/WDR3/TBL3/UTP25/NOP56
GO:0002039	GO:0002039	p53 binding	24	0.586824388578588	1.909063359889	0.00160551413113237	0.00753224753426002	0.00425091966105987	1458	tags=67%, list=33%, signal=45%	PSME3/PTTG1IP/CHD8/RNF20/USP10/NOP53/TP53BP2/SIRT1/DAXX/EHMT1/CDKN2AIP/SMARCB1/TP53/PRMT5/TRIAP1/KDM1A
GO:0004620	GO:0004620	phospholipase activity	18	-0.662005008522424	-1.89872493443674	0.00161081197268814	0.00753224753426002	0.00425091966105987	687	tags=50%, list=15%, signal=42%	PLCG1/GDE1/ABHD12/PLCB3/PNPLA6/PLBD1/PDIA3/PLBD2/PLCE1
GO:0015085	GO:0015085	calcium ion transmembrane transporter activity	18	-0.654624700667242	-1.87755715720235	0.00188454917575273	0.00857246398673339	0.0048379790413397	1118	tags=83%, list=25%, signal=63%	CUL5/ATP2B1/TMEM165/SEC61A1/ATP2C1/LETM1/ANXA6/ITPR3/ANXA2/ITGAV/ITPR2/CACNA2D1/GHITM/TRPV2/ATP2B4
GO:0008173	GO:0008173	RNA methyltransferase activity	29	0.533702110680625	1.78616473971582	0.00188490925009499	0.00857246398673339	0.0048379790413397	877	tags=52%, list=20%, signal=42%	NOP2/FBL/TRMT1/METTL1/THUMPD3/NSUN5/FTSJ3/METTL2A/TRMT1L/BUD23/EMG1/TRMT2A/TRMT61A/MEPCE/TYW3
GO:0008139	GO:0008139	nuclear localization sequence binding	16	0.656496720448804	1.91830554653558	0.00196607561110014	0.00882077166061142	0.00497811463408	1250	tags=75%, list=28%, signal=54%	KPNA2/POM121C/IPO4/TNPO1/RANBP6/NUP98/NUP153/KPNA3/KPNA6/KPNA1/IPO5/KPNA4
GO:0005216	GO:0005216	ion channel activity	39	-0.533199933562179	-1.80438387504638	0.00209671926902819	0.00915935259628106	0.0051691970898479	1501	tags=79%, list=34%, signal=53%	ATP5MG/CLIC4/ATP5PD/ATP5MF/ATP5F1B/ATP5PO/CUL5/ATP5F1D/ATP5PF/VDAC2/ATP5F1C/TMEM109/ATP5F1A/SEC61A1/CLCC1/KCNAB2/ATP5PB/ANXA6/ITPR3/ANXA2/ITGAV/ANO6/ITPR2/CACNA2D1/CLCN3/VDAC1/TRPV2/TMEM120A/ANO10/TMEM63B/CLIC3
GO:0017069	GO:0017069	snRNA binding	30	0.540642163853821	1.81100424862378	0.0023263809439314	0.0100306295244834	0.00566091330170593	1342	tags=57%, list=30%, signal=40%	DDX21/COIL/TOE1/C9orf78/NCBP2/RBM22/PRPF31/MEPCE/PRPF4/RBM7/SNRNP70/PRPF8/SNRPB2/SF3B3/RBM41/HNRNPU/LSM8
GO:0031490	GO:0031490	chromatin DNA binding	46	0.46079381837566	1.75866854070303	0.00279123380431182	0.0117302483928041	0.00662011481902071	872	tags=43%, list=20%, signal=35%	H1-2/REPIN1/EZH2/RBBP4/TOX4/OGT/H1-5/MTA2/SUZ12/CHD4/MED1/CTCF/DHX9/MBD3/ACTL6A/NKAP/GATAD2B/RCC1/HNRNPC/HMGA2
GO:0030544	GO:0030544	Hsp70 protein binding	25	0.56287124259024	1.85062841508794	0.00312946310182026	0.0126705091439552	0.00715076292842114	578	tags=44%, list=13%, signal=38%	DNAJA1/TFRC/DNAJB12/CDK1/TTC4/DNAJC2/BAG6/DNAJB6/DNAJB1/SACS/DNAJC8
GO:0043022	GO:0043022	ribosome binding	67	0.408811677065157	1.68183420528002	0.00312859221612043	0.0126705091439552	0.00715076292842114	687	tags=31%, list=15%, signal=27%	ERAL1/RBM3/EIF1/DDX3X/DHX33/G3BP1/EIF2A/SRP19/DNAJC2/DHX29/EIF3K/BAG6/NAA10/NPM1/EIF6/RPSA/DHX9/YTHDF3/RACK1/MRRF/MAP3K20
GO:0016903	GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	26	-0.587745499954493	-1.83713451495691	0.0031916299551753	0.0127665198207012	0.00720494777452381	810	tags=54%, list=18%, signal=44%	PDHB/ALDH3A2/PDHX/ALDH16A1/DHTKD1/OGDH/BCKDHA/BCKDHB/ALDH5A1/ALDH2/ALDH4A1/HSD17B12/GAPDH/ALDH7A1
GO:0030546	GO:0030546	signaling receptor activator activity	32	-0.539430577118021	-1.77100724391832	0.00344299349088447	0.0135765198248606	0.00766208157522256	496	tags=38%, list=11%, signal=34%	MIF/S100A4/GRN/FAM3C/APP/TYMP/CD70/SEMA4B/SEMA3C/GPI/LGALS3/STC2
GO:0048018	GO:0048018	receptor ligand activity	30	-0.552639579072191	-1.77619731181268	0.00581365182705231	0.021933322802061	0.0123783495839152	496	tags=40%, list=11%, signal=36%	MIF/S100A4/GRN/FAM3C/APP/TYMP/CD70/SEMA4B/SEMA3C/GPI/LGALS3/STC2
GO:0003774	GO:0003774	cytoskeletal motor activity	34	0.50906217852899	1.77983565352121	0.0062341184097804	0.0232553630567089	0.013124459810064	372	tags=21%, list=8%, signal=19%	KIF4A/MYO3B/KIF22/MYO1B/KIF23/KIF2C/KIFC1
GO:0001046	GO:0001046	core promoter sequence-specific DNA binding	15	0.630949034052962	1.81204272518538	0.00753328318033404	0.0274840661084714	0.0155109821411158	1377	tags=67%, list=31%, signal=46%	UBTF/EZH2/NPM1/TAF4/GTF2A1/GTF2B/BAZ2A/SMARCB1/TP53/RUVBL2
